name,symbol,fullname,Second
EMB1576,EMB1576,EMBRYO DEFECTIVE 1576,NA
EMB1577,EMB1577,EMBRYO DEFECTIVE 1577,NA
EMB1578,EMB1578,EMBRYO DEFECTIVE 1578,NA
EMB1580,EMB1580,EMBRYO DEFECTIVE 1580,NA
EMB1581,EMB1581,EMBRYO DEFECTIVE 1581,NA
EMB1582,EMB1582,EMBRYO DEFECTIVE 1582,NA
EMB1583,EMB1583,EMBRYO DEFECTIVE 1583,NA
EMB1584,EMB1584,EMBRYO DEFECTIVE 1584,NA
EMB1585,EMB1585,EMBRYO DEFECTIVE 1585,NA
EMB1588,EMB1588,EMBRYO DEFECTIVE 1588,NA
EMB1589,EMB1589,EMBRYO DEFECTIVE 1589,NA
EMB1590,EMB1590,EMBRYO DEFECTIVE 1590,NA
EMB1591,EMB1591,EMBRYO DEFECTIVE 1591,NA
EMB1592,EMB1592,EMBRYO DEFECTIVE 1592,NA
EMB1593,EMB1593,EMBRYO DEFECTIVE 1593,NA
EMB1594,EMB1594,EMBRYO DEFECTIVE 1594,NA
EMB1595,EMB1595,EMBRYO DEFECTIVE 1595,NA
EMB1596,EMB1596,EMBRYO DEFECTIVE 1596,NA
EMB1597,EMB1597,EMBRYO DEFECTIVE 1597,NA
EMB1598,EMB1598,EMBRYO DEFECTIVE 1598,NA
EMB160,EMB160,EMBRYO DEFECTIVE 160, EMB178--EMBRYO DEFECTIVE 178
EMB1600,EMB1600,EMBRYO DEFECTIVE 1600,NA
EMB1601,EMB1601,EMBRYO DEFECTIVE 1601,NA
EMB1602,EMB1602,EMBRYO DEFECTIVE 1602,NA
EMB1603,EMB1603,EMBRYO DEFECTIVE 1603,NA
EMB1604,EMB1604,EMBRYO DEFECTIVE 1604,NA
EMB1605,EMB1605,EMBRYO DEFECTIVE 1605,NA
EMB1606,EMB1606,EMBRYO DEFECTIVE 1606,NA
EMB1607,EMB1607,EMBRYO DEFECTIVE 1607,NA
EMB1608,EMB1608,EMBRYO DEFECTIVE 1608,NA
EMB1609,EMB1609,EMBRYO DEFECTIVE 1609,NA
EMB1610,EMB1610,EMBRYO DEFECTIVE 1610,NA
EMB1612,EMB1612,EMBRYO DEFECTIVE 1612,NA
EMB1613,EMB1613,EMBRYO DEFECTIVE 1613,NA
EMB1614,EMB1614,EMBRYO DEFECTIVE 1614,NA
EMB1615,EMB1615,EMBRYO DEFECTIVE 1615,NA
EMB1616,EMB1616,EMBRYO DEFECTIVE 1616,NA
EMB1617,EMB1617,EMBRYO DEFECTIVE 1617,NA
EMB1618,EMB1618,EMBRYO DEFECTIVE 1618,NA
EMB1619,EMB1619,EMBRYO DEFECTIVE 1619,NA
EMB1620,EMB1620,EMBRYO DEFECTIVE 1620,NA
EMB1621,EMB1621,EMBRYO DEFECTIVE 1621,NA
EMB1622,EMB1622,EMBRYO DEFECTIVE 1622,NA
EMB1625,EMB1625,EMBRYO DEFECTIVE 1625,NA
EMB1626,EMB1626,EMBRYO DEFECTIVE 1626,NA
EMB1627,EMB1627,EMBRYO DEFECTIVE 1627,NA
EMB1628,EMB1628,EMBRYO DEFECTIVE 1628,NA
EMB163,EMB163,EMBRYO DEFECTIVE163,NA
EMB1630,EMB1630,EMBRYO DEFECTIVE 1630,NA
EMB1631,EMB1631,EMBRYO DEFECTIVE 1631,NA
EMB1632,EMB1632,EMBRYO DEFECTIVE 1632,NA
EMB1633,EMB1633,EMBRYO DEFECTIVE 1633,NA
EMB1634,EMB1634,EMBRYO DEFECTIVE 1634,NA
EMB1636,EMB1636,EMBRYO DEFECTIVE 1636,NA
EMB1638,EMB1638,EMBRYO DEFECTIVE 1638,NA
EMB1639,EMB1639,EMBRYO DEFECTIVE 1639,NA
EMB1641,EMB1641,EMBRYO DEFECTIVE 1641,NA
EMB1642,EMB1642,EMBRYO DEFECTIVE 1642,NA
EMB1643,EMB1643,EMBRYO DEFECTIVE 1643,NA
EMB1645,EMB1645,EMBRYO DEFECTIVE 1645,NA
EMB1646,EMB1646,EMBRYO DEFECTIVE 1646,NA
EMB1647,EMB1647,EMBRYO DEFECTIVE 1647,NA
EMB1648,EMB1648,EMBRYO DEFECTIVE 1648,NA
EMB1650,EMB1650,EMBRYO DEFECTIVE 1650,NA
EMB1651,EMB1651,EMBRYO DEFECTIVE 1651,NA
EMB1652,EMB1652,EMBRYO DEFECTIVE 1652,NA
EMB1653,EMB1653,EMBRYO DEFECTIVE 1653,NA
EMB1654,EMB1654,EMBRYO DEFECTIVE 1654,NA
EMB1655,EMB1655,EMBRYO DEFECTIVE 1655,NA
EMB1658,EMB1658,EMBRYO DEFECTIVE 1658,NA
EMB1659,EMB1659,EMBRYO DEFECTIVE 1659,NA
EMB1660,EMB1660,EMBRYO DEFECTIVE 1660,NA
EMB1661,EMB1661,EMBRYO DEFECTIVE 1661,NA
EMB1662,EMB1662,EMBRYO DEFECTIVE 1662,NA
EMB1664,EMB1664,EMBRYO DEFECTIVE 1664,NA
EMB1666,EMB1666,EMBRYO DEFECTIVE 1666,NA
EMB1667,EMB1667,EMBRYO DEFECTIVE 1667,NA
EMB1668,EMB1668,EMBRYO DEFECTIVE 1668,NA
EMB1669,EMB1669,EMBRYO DEFECTIVE 1669,NA
EMB167,EMB167,EMBRYO DEFECTIVE167,NA
EMB1671,EMB1671,EMBRYO DEFECTIVE 1671,NA
EMB1672,EMB1672,EMBRYO DEFECTIVE 1672,NA
EMB1673,EMB1673,EMBRYO DEFECTIVE 1673,NA
EMB1675,EMB1675,EMBRYO DEFECTIVE 1675,NA
EMB1676,EMB1676,EMBRYO DEFECTIVE 1676,NA
EMB1677,EMB1677,EMBRYO DEFECTIVE 1677,NA
EMB1678,EMB1678,EMBRYO DEFECTIVE 1678,NA
EMB1679,EMB1679,EMBRYO DEFECTIVE 1679,NA
EMB1680,EMB1680,EMBRYO DEFECTIVE 1680,NA
EMB1681,EMB1681,EMBRYO DEFECTIVE 1681,NA
EMB1683,EMB1683,EMBRYO DEFECTIVE 1683,NA
EMB1684,EMB1684,EMBRYO DEFECTIVE 1684,NA
EMB1685,EMB1685,EMBRYO DEFECTIVE 1685,NA
EMB1689,EMB1689,EMBRYO DEFECTIVE 1689,NA
EMB1690,EMB1690,EMBRYO DEFECTIVE 1690,NA
EMB1694,EMB1694,EMBRYO DEFECTIVE 1694,NA
EMB1696,EMB1696,EMBRYO DEFECTIVE 1696,NA
EMB1697,EMB1697,EMBRYO DEFECTIVE 1697,NA
EMB1698,EMB1698,EMBRYO DEFECTIVE 1698,NA
EMB1699,EMB1699,EMBRYO DEFECTIVE 1699,NA
EMB17,EMB17,EMBRYO DEFECTIVE 17,NA
EMB170,EMB170,EMBRYO DEFECTIVE 170, EMBRG6--NA
EMB1700,EMB1700,EMBRYO DEFECTIVE 1700,NA
EMB1701,EMB1701,EMBRYO DEFECTIVE 1701,NA
EMB1704,EMB1704,EMBRYO DEFECTIVE 1704,NA
EMB1708,EMB1708,EMBRYO DEFECTIVE 1708,NA
EMB171,EMB171,EMBRYO DEFECTIVE 171,NA
EMB1710,EMB1710,EMBRYO DEFECTIVE 1710,NA
EMB1711,EMB1711,EMBRYO DEFECTIVE 1711,NA
EMB1712,EMB1712,EMBRYO DEFECTIVE 1712,NA
EMB1713,EMB1713,EMBRYO DEFECTIVE 1713,NA
EMB1714,EMB1714,EMBRYO DEFECTIVE 1714,NA
EMB1715,EMB1715,EMBRYO DEFECTIVE 1715,NA
EMB1718,EMB1718,EMBRYO DEFECTIVE 1718,NA
EMB172,EMB172,EMBRYO DEFECTIVE 172,NA
EMB1720,EMB1720,EMBRYO DEFECTIVE 1720,NA
EMB1721,EMB1721,EMBRYO DEFECTIVE 1721,NA
EMB1722,EMB1722,EMBRYO DEFECTIVE 1722,NA
EMB1723,EMB1723,EMBRYO DEFECTIVE 1723,NA
EMB1724,EMB1724,EMBRYO DEFECTIVE 1724,NA
EMB1725,EMB1725,EMBRYO DEFECTIVE 1725,NA
EMB1727,EMB1727,EMBRYO DEFECTIVE 1727,NA
EMB1728,EMB1728,EMBRYO DEFECTIVE 1728,NA
EMB1729,EMB1729,EMBRYO DEFECTIVE 1729,NA
EMB1730,EMB1730,EMBRYO DEFECTIVE 1730,NA
EMB1731,EMB1731,EMBRYO DEFECTIVE 1731,NA
EMB1732,EMB1732,EMBRYO DEFECTIVE 1732,NA
EMB1733,EMB1733,EMBRYO DEFECTIVE 1733,NA
EMB1734,EMB1734,EMBRYO DEFECTIVE 1734,NA
EMB1735,EMB1735,EMBRYO DEFECTIVE 1735,NA
EMB1736,EMB1736,EMBRYO DEFECTIVE 1736,NA
EMB1737,EMB1737,EMBRYO DEFECTIVE 1737,NA
EMB1739,EMB1739,EMBRYO DEFECTIVE 1739,NA
EMB1740,EMB1740,EMBRYO DEFECTIVE 1740,NA
EMB1741,EMB1741,EMBRYO DEFECTIVE 1741,NA
EMB1742,EMB1742,EMBRYO DEFECTIVE 1742,NA
EMB1746,EMB1746,EMBRYO DEFECTIVE 1746,NA
EMB1747,EMB1747,EMBRYO DEFECTIVE 1747,NA
EMB1748,EMB1748,EMBRYO DEFECTIVE 1748,NA
EMB1749,EMB1749,EMBRYO DEFECTIVE 1749,NA
EMB1750,EMB1750,EMBRYO DEFECTIVE 1750,NA
EMB1751,EMB1751,EMBRYO DEFECTIVE 1751,NA
EMB1752,EMB1752,EMBRYO DEFECTIVE 1752,NA
EMB1753,EMB1753,EMBRYO DEFECTIVE 1753,NA
EMB1755,EMB1755,EMBRYO DEFECTIVE 1755,NA
EMB1756,EMB1756,EMBRYO DEFECTIVE 1756,NA
EMB1757,EMB1757,EMBRYO DEFECTIVE 1757,NA
EMB1758,EMB1758,EMBRYO DEFECTIVE 1758,NA
EMB1759,EMB1759,EMBRYO DEFECTIVE 1759,NA
EMB176,EMB176,EMBRYO DEFECTIVE 176,NA
EMB1760,EMB1760,EMBRYO DEFECTIVE 1760,NA
EMB1761,EMB1761,EMBRYO DEFECTIVE 1761,NA
EMB1762,EMB1762,EMBRYO DEFECTIVE 1762,NA
EMB1763,EMB1763,EMBRYO DEFECTIVE 1763,NA
EMB1764,EMB1764,EMBRYO DEFECTIVE 1764,NA
EMB1765,EMB1765,EMBRYO DEFECTIVE 1765,NA
EMB1766,EMB1766,EMBRYO DEFECTIVE 1766,NA
EMB1767,EMB1767,EMBRYO DEFECTIVE 1767,NA
EMB1768,EMB1768,EMBRYO DEFECTIVE 1768,NA
EMB1769,EMB1769,EMBRYO DEFECTIVE 1769,NA
EMB1770,EMB1770,EMBRYO DEFECTIVE 1770,NA
EMB1771,EMB1771,EMBRYO DEFECTIVE 1771,NA
EMB1772,EMB1772,EMBRYO DEFECTIVE 1772,NA
EMB1773,EMB1773,EMBRYO DEFECTIVE 1773,NA
EMB1775,EMB1775,EMBRYO DEFECTIVE 1775,NA
EMB1776,EMB1776,EMBRYO DEFECTIVE 1776,NA
EMB1777,EMB1777,EMBRYO DEFECTIVE 1777,NA
EMB1779,EMB1779,EMBRYO DEFECTIVE 1779,NA
EMB1780,EMB1780,EMBRYO DEFECTIVE 1780,NA
EMB1781,EMB1781,EMBRYO DEFECTIVE 1781,NA
EMB1783,EMB1783,EMBRYO DEFECTIVE 1783,NA
EMB1784,EMB1784,EMBRYO DEFECTIVE 1784,NA
EMB1785,EMB1785,EMBRYO DEFECTIVE 1785,NA
EMB1786,EMB1786,EMBRYO DEFECTIVE 1786,NA
EMB1787,EMB1787,EMBRYO DEFECTIVE 1787,NA
EMB1788,EMB1788,EMBRYO DEFECTIVE 1788,NA
EMB179,EMB179,EMBRYO DEFECTIVE 179,NA
EMB1790,EMB1790,EMBRYO DEFECTIVE 1790,NA
EMB1791,EMB1791,EMBRYO DEFECTIVE 1791,NA
EMB1792,EMB1792,EMBRYO DEFECTIVE 1792,NA
EMB1794,EMB1794,EMBRYO DEFECTIVE 1794,NA
EMB1795,EMB1795,EMBRYO DEFECTIVE 1795,NA
EMB1797,EMB1797,EMBRYO DEFECTIVE 1797,NA
EMB1798,EMB1798,EMBRYO DEFECTIVE 1798,NA
EMB1799,EMB1799,EMBRYO DEFECTIVE 1799,NA
EMB18,EMB18,EMBRYO DEFECTIVE 18,NA
EMB180,EMB180,EMBRYO DEFECTIVE 180,NA
EMB1800,EMB1800,EMBRYO DEFECTIVE 1800,NA
EMB1802,EMB1802,EMBRYO DEFECTIVE 1802,NA
EMB1803,EMB1803,EMBRYO DEFECTIVE 1803,NA
EMB1804,EMB1804,EMBRYO DEFECTIVE 1804,NA
EMB1805,EMB1805,EMBRYO DEFECTIVE 1805,NA
EMB1806,EMB1806,EMBRYO DEFECTIVE 1806,NA
EMB1807,EMB1807,EMBRYO DEFECTIVE 1807,NA
EMB1808,EMB1808,EMBRYO DEFECTIVE 1808,NA
EMB1809,EMB1809,EMBRYO DEFECTIVE 1809,NA
EMB181,EMB181,EMBRYO DEFECTIVE 181,NA
EMB1810,EMB1810,EMBRYO DEFECTIVE 1810,NA
EMB1811,EMB1811,EMBRYO DEFECTIVE 1811,NA
EMB1812,EMB1812,EMBRYO DEFECTIVE 1812,NA
EMB1813,EMB1813,EMBRYO DEFECTIVE 1813,NA
EMB1814,EMB1814,EMBRYO DEFECTIVE 1814,NA
EMB1815,EMB1815,EMBRYO DEFECTIVE 1815,NA
EMB1816,EMB1816,EMBRYO DEFECTIVE 1816,NA
EMB1818,EMB1818,EMBRYO DEFECTIVE 1818,NA
EMB1819,EMB1819,EMBRYO DEFECTIVE 1819,NA
EMB1820,EMB1820,EMBRYO DEFECTIVE 1820,NA
EMB1821,EMB1821,EMBRYO DEFECTIVE 1821,NA
EMB1822,EMB1822,EMBRYO DEFECTIVE 1822,NA
EMB1823,EMB1823,EMBRYO DEFECTIVE 1823,NA
EMB1824,EMB1824,EMBRYO DEFECTIVE 1824,NA
EMB1825,EMB1825,EMBRYO DEFECTIVE 1825,NA
EMB1826,EMB1826,EMBRYO DEFECTIVE 1826,NA
EMB1827,EMB1827,EMBRYO DEFECTIVE 1827,NA
EMB1828,EMB1828,EMBRYO DEFECTIVE 1828,NA
EMB1829,EMB1829,EMBRYO DEFECTIVE 1829,NA
EMB1830,EMB1830,EMBRYO DEFECTIVE 1830,NA
EMB1831,EMB1831,EMBRYO DEFECTIVE 1831,NA
EMB1832,EMB1832,EMBRYO DEFECTIVE 1832,NA
EMB1833,EMB1833,EMBRYO DEFECTIVE 1833,NA
EMB1834,EMB1834,EMBRYO DEFECTIVE 1834,NA
EMB1835,EMB1835,EMBRYO DEFECTIVE 1835,NA
EMB1836,EMB1836,EMBRYO DEFECTIVE 1836,NA
EMB1837,EMB1837,EMBRYO DEFECTIVE 1837,NA
EMB1839,EMB1839,EMBRYO DEFECTIVE 1839,NA
EMB1840,EMB1840,EMBRYO DEFECTIVE 1840,NA
EMB1841,EMB1841,EMBRYO DEFECTIVE 1841,NA
EMB1843,EMB1843,EMBRYO DEFECTIVE 1843,NA
EMB1844,EMB1844,EMBRYO DEFECTIVE 1844,NA
EMB1845,EMB1845,EMBRYO DEFECTIVE 1845,NA
EMB1847,EMB1847,EMBRYO DEFECTIVE 1847,NA
EMB1848,EMB1848,EMBRYO DEFECTIVE 1848,NA
EMB1849,EMB1849,EMBRYO DEFECTIVE 1849,NA
EMB1852,EMB1852,EMBRYO DEFECTIVE 1852,NA
EMB1853,EMB1853,EMBRYO DEFECTIVE 1853,NA
EMB1854,EMB1854,EMBRYO DEFECTIVE 1854,NA
EMB1855,EMB1855,EMBRYO DEFECTIVE 1855,NA
EMB1856,EMB1856,EMBRYO DEFECTIVE 1856,NA
EMB1857,EMB1857,EMBRYO DEFECTIVE 1857,NA
EMB1858,EMB1858,EMBRYO DEFECTIVE 1858,NA
EMB1859,EMB1859,EMBRYO DEFECTIVE 1859,NA
EMB1863,EMB1863,EMBRYO DEFECTIVE 1863,NA
EMB1864,EMB1864,EMBRYO DEFECTIVE 1864,NA
EMB1866,EMB1866,EMBRYO DEFECTIVE 1866,NA
EMB1867,EMB1867,EMBRYO DEFECTIVE 1867,NA
EMB1868,EMB1868,EMBRYO DEFECTIVE 1868,NA
EMB1869,EMB1869,EMBRYO DEFECTIVE 1869,NA
EMB1870,EMB1870,EMBRYO DEFECTIVE 1870,NA
EMB1871,EMB1871,EMBRYO DEFECTIVE 1871,NA
EMB1872,EMB1872,EMBRYO DEFECTIVE 1872,NA
EMB1874,EMB1874,EMBRYO DEFECTIVE 1874,NA
EMB1875,EMB1875,EMBRYO DEFECTIVE 1875,NA
EMB1876,EMB1876,EMBRYO DEFECTIVE 1876,NA
EMB1880,EMB1880,EMBRYO DEFECTIVE 1880,NA
EMB1884,EMB1884,EMBRYO DEFECTIVE 1884,NA
EMB1885,EMB1885,EMBRYO DEFECTIVE 1885,NA
EMB1886,EMB1886,EMBRYO DEFECTIVE 1886,NA
EMB1887,EMB1887,EMBRYO DEFECTIVE 1887,NA
EMB1888,EMB1888,EMBRYO DEFECTIVE 1888,NA
EMB1889,EMB1889,EMBRYO DEFECTIVE 1889,NA
EMB1890,EMB1890,EMBRYO DEFECTIVE 1890,NA
EMB1892,EMB1892,EMBRYO DEFECTIVE 1892,NA
EMB1893,EMB1893,EMBRYO DEFECTIVE 1893,NA
EMB1894,EMB1894,EMBRYO DEFECTIVE 1894,NA
EMB1896,EMB1896,EMBRYO DEFECTIVE 1896,NA
EMB1897,EMB1897,EMBRYO DEFECTIVE 1897,NA
EMB1898,EMB1898,EMBRYO DEFECTIVE 1898,NA
EMB19,EMB19,EMBRYO DEFECTIVE 19,NA
EMB1900,EMB1900,EMBRYO DEFECTIVE 1900,NA
EMB1901,EMB1901,EMBRYO DEFECTIVE 1901,NA
EMB1902,EMB1902,EMBRYO DEFECTIVE 1902,NA
EMB1903,EMB1903,EMBRYO DEFECTIVE 1903,NA
EMB1904,EMB1904,EMBRYO DEFECTIVE 1904,NA
EMB1905,EMB1905,EMBRYO DEFECTIVE 1905,NA
EMB1906,EMB1906,EMBRYO DEFECTIVE 1906,NA
EMB1907,EMB1907,EMBRYO DEFECTIVE 1907,NA
EMB1909,EMB1909,EMBRYO DEFECTIVE 1909,NA
EMB1910,EMB1910,EMBRYO DEFECTIVE 1910,NA
EMB1912,EMB1912,EMBRYO DEFECTIVE 1912,NA
EMB1919,EMB1919,EMBRYO DEFECTIVE 1919,NA
EMB1921,EMB1921,EMBRYO DEFECTIVE 1921,NA
EMB1927,EMB1927,EMBRYO DEFECTIVE 1927,NA
EMB1928,EMB1928,EMBRYO DEFECTIVE 1928,NA
EMB1930,EMB1930,EMBRYO DEFECTIVE 1930,NA
EMB1931,EMB1931,EMBRYO DEFECTIVE 1931,NA
EMB1932,EMB1932,EMBRYO DEFECTIVE 1932,NA
EMB1937,EMB1937,EMBRYO DEFECTIVE 1937,NA
EMB1939,EMB1939,EMBRYO DEFECTIVE 1939,NA
EMB1940,EMB1940,EMBRYO DEFECTIVE 1940,NA
EMB1947,EMB1947,EMBRYO DEFECTIVE 1947,NA
EMB1951,EMB1951,EMBRYO DEFECTIVE 1951,NA
EMB1952,EMB1952,EMBRYO DEFECTIVE 1952,NA
EMB1954,EMB1954,EMBRYO DEFECTIVE 1954,NA
EMB1959,EMB1959,EMBRYO DEFECTIVE 1959,NA
EMB1961,EMB1961,EMBRYO DEFECTIVE 1961,NA
EMB1962,EMB1962,EMBRYO DEFECTIVE 1962,NA
EMB1964,EMB1964,EMBRYO DEFECTIVE 1964,NA
EMB1969,EMB1969,EMBRYO DEFECTIVE 1969,NA
EMB1970,EMB1970,EMBRYO DEFECTIVE 1970,NA
EMB1972,EMB1972,EMBRYO DEFECTIVE 1972,NA
EMB1976,EMB1976,EMBRYO DEFECTIVE 1976,NA
EMB1977,EMB1977,EMBRYO DEFECTIVE 1977,NA
EMB1981,EMB1981,EMBRYO DEFECTIVE 1981,NA
EMB1982,EMB1982,EMBRYO DEFECTIVE 1982,NA
EMB1984,EMB1984,EMBRYO DEFECTIVE 1984,NA
EMB1985,EMB1985,EMBRYO DEFECTIVE 1985,NA
EMB1987,EMB1987,EMBRYO DEFECTIVE 1987,NA
EMB1988,EMB1988,EMBRYO DEFECTIVE 1988,NA
EMB1991,EMB1991,EMBRYO DEFECTIVE 1991,NA
EMB1992,EMB1992,EMBRYO DEFECTIVE 1992,NA
EMB1993,EMB1993,EMBRYO DEFECTIVE 1993,NA
EMB1994,EMB1994,EMBRYO DEFECTIVE 1994,NA
EMB2,EMB2,EMBRYO DEFECTIVE 2,NA
EMB20,EMB20,EMBRYO DEFECTIVE 20, EMB26--EMBRYO DEFECTIVE 26
EMB2006,EMB2006,EMBRYO DEFECTIVE 2006,NA
EMB2007,EMB2007,EMBRYO DEFECTIVE 2007,NA
EMB2009,EMB2009,EMBRYO DEFECTIVE 2009,NA
EMB201,EMB201,EMBRYO DEFECTIVE 201,NA
EMB2012,EMB2012,EMBRYO DEFECTIVE 2012,NA
EMB2013,EMB2013,EMBRYO DEFECTIVE 2013,NA
EMB2014,EMB2014,EMBRYO DEFECTIVE 2014,NA
EMB2015,EMB2015,EMBRYO DEFECTIVE 2015,NA
EMB2018,EMB2018,EMBRYO DEFECTIVE 2018,NA
EMB2019,EMB2019,EMBRYO DEFECTIVE 2019,NA
EMB202,EMB202,EMBRYO DEFECTIVE 202,NA
EMB2020,EMB2020,EMBRYO DEFECTIVE 2020,NA
EMB2021,EMB2021,EMBRYO DEFECTIVE 2021,NA
EMB2022,EMB2022,EMBRYO DEFECTIVE 2022,NA
EMB2023,EMB2023,EMBRYO DEFECTIVE 2023,NA
EMB2025,EMB2025,EMBRYO DEFECTIVE 2025,NA
EMB2026,EMB2026,EMBRYO DEFECTIVE 2026,NA
EMB2027,EMB2027,EMBRYO DEFECTIVE 2027,NA
EMB2028,EMB2028,EMBRYO DEFECTIVE 2028,NA
EMB2029,EMB2029,EMBRYO DEFECTIVE 2029,NA
EMB2031,EMB2031,EMBRYO DEFECTIVE 2031,NA
EMB2032,EMB2032,EMBRYO DEFECTIVE 2032,NA
EMB2034,EMB2034,EMBRYO DEFECTIVE 2034,NA
EMB2035,EMB2035,EMBRYO DEFECTIVE 2035,NA
EMB2037,EMB2037,EMBRYO DEFECTIVE 2037,NA
EMB2038,EMB2038,EMBRYO DEFECTIVE 2038,NA
EMB2039,EMB2039,EMBRYO DEFECTIVE 2039,NA
EMB2040,EMB2040,EMBRYO DEFECTIVE 2040,NA
EMB2043,EMB2043,EMBRYO DEFECTIVE 2043,NA
EMB2044,EMB2044,EMBRYO DEFECTIVE 2044,NA
EMB2045,EMB2045,EMBRYO DEFECTIVE 2045,NA
EMB2046,EMB2046,EMBRYO DEFECTIVE 2046,NA
EMB2047,EMB2047,EMBRYO DEFECTIVE 2047,NA
EMB2048,EMB2048,EMBRYO DEFECTIVE 2048,NA
EMB2049,EMB2049,EMBRYO DEFECTIVE 2049,NA
EMB2050,EMB2050,EMBRYO DEFECTIVE 2050,NA
EMB2051,EMB2051,EMBRYO DEFECTIVE 2051,NA
EMB2057,EMB2057,EMBRYO DEFECTIVE 2057,NA
EMB2058,EMB2058,EMBRYO DEFECTIVE 2058,NA
EMB2060,EMB2060,EMBRYO DEFECTIVE 2060,NA
EMB2061,EMB2061,EMBRYO DEFECTIVE 2061,NA
EMB2062,EMB2062,EMBRYO DEFECTIVE 2062,NA
EMB2063,EMB2063,EMBRYO DEFECTIVE 2063,NA
EMB2064,EMB2064,EMBRYO DEFECTIVE 2064,NA
EMB2065,EMB2065,EMBRYO DEFECTIVE 2065,NA
EMB2066,EMB2066,EMBRYO DEFECTIVE 2066,NA
EMB2067,EMB2067,EMBRYO DEFECTIVE 2067,NA
EMB2068,EMB2068,EMBRYO DEFECTIVE 2068,NA
EMB2069,EMB2069,EMBRYO DEFECTIVE 2069,NA
EMB2072,EMB2072,EMBRYO DEFECTIVE 2072,NA
EMB2073,EMB2073,EMBRYO DEFECTIVE 2073,NA
EMB2074,EMB2074,EMBRYO DEFECTIVE 2074,NA
EMB2077,EMB2077,EMBRYO DEFECTIVE 2077,NA
EMB2078,EMB2078,EMBRYO DEFECTIVE 2078,NA
EMB2079,EMB2079,EMBRYO DEFECTIVE 2079,NA
EMB208,EMB208,EMBRYO DEFECTIVE 208,NA
EMB2080,EMB2080,EMBRYO DEFECTIVE 2080,NA
EMB2082,EMB2082,EMBRYO DEFECTIVE 2082,NA
EMB2085,EMB2085,EMBRYO DEFECTIVE 2085,NA
EMB2089,EMB2089,EMBRYO DEFECTIVE 2089,NA
EMB209,EMB209,EMBRYO DEFECTIVE 209,NA
EMB2090,EMB2090,EMBRYO DEFECTIVE 2090,NA
EMB2091,EMB2091,EMBRYO DEFECTIVE 2091,NA
EMB2092,EMB2092,EMBRYO DEFECTIVE 2092,NA
EMB2093,EMB2093,EMBRYO DEFECTIVE 2093,NA
EMB2094,EMB2094,EMBRYO DEFECTIVE 2094,NA
EMB2095,EMB2095,EMBRYO DEFECTIVE 2095,NA
EMB2096,EMB2096,EMBRYO DEFECTIVE 2096,NA
EMB2097,EMB2097,EMBRYO DEFECTIVE 2097,NA
EMB2098,EMB2098,EMBRYO DEFECTIVE 2098,NA
EMB2099,EMB2099,EMBRYO DEFECTIVE 2099,NA
EMB210,EMB210,EMBRYO DEFECTIVE 210,NA
EMB2100,EMB2100,EMBRYO DEFECTIVE 2100,NA
EMB2102,EMB2102,EMBRYO DEFECTIVE 2102,NA
EMB2104,EMB2104,EMBRYO DEFECTIVE 2104,NA
EMB2109,EMB2109,EMBRYO DEFECTIVE 2109,NA
EMB2110,EMB2110,EMBRYO DEFECTIVE 2110,NA
EMB2111,EMB2111,EMBRYO DEFECTIVE 2111,NA
EMB2112,EMB2112,EMBRYO DEFECTIVE 2112,NA
EMB2113,EMB2113,EMBRYO DEFECTIVE 2113,NA
EMB2114,EMB2114,EMBRYO DEFECTIVE 2114,NA
EMB2115,EMB2115,EMBRYO DEFECTIVE 2115,NA
EMB2117,EMB2117,EMBRYO DEFECTIVE 2117,NA
EMB2118,EMB2118,EMBRYO DEFECTIVE 2118,NA
EMB2119,EMB2119,EMBRYO DEFECTIVE 2119,NA
EMB2122,EMB2122,EMBRYO DEFECTIVE 2122,NA
EMB2123,EMB2123,EMBRYO DEFECTIVE 2123,NA
EMB2124,EMB2124,EMBRYO DEFECTIVE 2124,NA
EMB2125,EMB2125,EMBRYO DEFECTIVE 2125,NA
EMB2126,EMB2126,EMBRYO DEFECTIVE 2126,NA
EMB2127,EMB2127,EMBRYO DEFECTIVE 2127,NA
EMB2128,EMB2128,EMBRYO DEFECTIVE 2128,NA
EMB2129,EMB2129,EMBRYO DEFECTIVE 2129,NA
EMB2130,EMB2130,EMBRYO DEFECTIVE 2130,NA
EMB2131,EMB2131,EMBRYO DEFECTIVE 2131,NA
EMB2132,EMB2132,EMBRYO DEFECTIVE 2132,NA
EMB2133,EMB2133,EMBRYO DEFECTIVE 2133,NA
EMB2134,EMB2134,EMBRYO DEFECTIVE 2134,NA
EMB2135,EMB2135,EMBRYO DEFECTIVE 2135,NA
EMB2136,EMB2136,EMBRYO DEFECTIVE 2136,NA
EMB2137,EMB2137,EMBRYO DEFECTIVE 2137,NA
EMB2138,EMB2138,EMBRYO DEFECTIVE 2138,NA
EMB2141,EMB2141,EMBRYO DEFECTIVE 2141,NA
EMB2142,EMB2142,EMBRYO DEFECTIVE 2142,NA
EMB2143,EMB2143,EMBRYO DEFECTIVE 2143,NA
EMB2144,EMB2144,EMBRYO DEFECTIVE 2144,NA
EMB2145,EMB2145,EMBRYO DEFECTIVE 2145,NA
EMB2146,EMB2146,EMBRYO DEFECTIVE 2146,NA
EMB2147,EMB2147,EMBRYO DEFECTIVE 2147,NA
EMB2148,EMB2148,EMBRYO DEFECTIVE 2148,NA
